routeid,region,variable,long,lat,height,varep
11,MS,long35,86.3997870486774,33.7808241344844,1629.55614829921,-1618.83874434084
12,NA,long35,79.6774690694673,34.4048473944836,3761.39498872569,1634.06076469259
13,IO,long35,87.9507215344066,28.8491744280884,1960.13437507239,-13800.0521419984
14,AS,long35,91.5976159871381,35.9881769005227,1391.59110026781,-1509.08511941569
15,ATO,long35,82.5011908011297,34.1068352128014,2729.53133211366,2143.21362374674
16,NA,long35,71.7171103485661,33.1376183719916,5764.67612395954,1104.71484980249
17,ATO,long35,89.4624594715839,35.4233259112866,1692.82999687992,248.719626539798
18,AS,long35,91.8688551652246,29.5107379723143,1707.92346011758,-7565.38732003166
19,AS,long35,79.0690455746119,33.3431755409278,2963.21789848332,-2405.22470429896
20,BS,long35,93.9741277613436,35.6042270534441,1523.52422409486,-101.584354243265
1,AS,long36,97.4754027842679,30.6957168587054,1490.53266440953,-5991.37951850385
2,CS,long36,82.8430738495317,33.6169935191296,1421.1538442369,-4986.76505284846
3,ATO,long36,78.5510125697332,33.0127208300941,4203.01214770878,874.85499481492
4,AS,long36,98.5570106170029,33.9695439888948,1121.3064178277,-147.796973367628
5,ATO,long36,81.7824104656453,33.8295522462899,3140.52181433645,699.113824381714
6,NAF,long36,84.5377108053945,34.3331401480629,1895.84202363143,-662.952451763217
7,EU,long36,86.7901849083068,36.451483653366,1523.16552483376,1030.4171973506
8,NA,long36,86.6797872740507,35.0996818326391,1961.65189327086,866.711621886122
9,AS,long36,76.889995570444,32.203391585844,5305.0232838182,189.965945947077
10,NAF,long36,79.4445724008924,33.7544420582625,3345.76775555587,-486.655614080765
11,MS,long36,87.0825500111876,33.7357784566897,1436.82008560764,-1617.36269063152
12,NA,long36,82.2879114071926,34.1069611908566,3143.48678964087,591.938342092595
13,IO,long36,88.7238890462715,29.3204024988338,1741.8273739132,-14890.2275908843
14,AS,long36,91.8634731785432,35.7110824249864,1248.57660410769,556.916764033092
15,ATO,long36,84.0451941997967,33.972157715179,2326.20425166842,135.889803360912
16,NA,long36,76.9426252060806,32.7268448536326,4954.30470903031,634.382199427694
17,ATO,long36,90.1220520903958,35.1954448107508,1485.68837119028,564.127553718114
18,AS,long36,92.2393608968875,29.7378470539104,1522.65389908531,-9019.32927079212
19,AS,long36,81.0133604332738,33.456229010096,2579.2198755572,-2847.39442767532
20,BS,long36,94.0116129328159,35.3425742263433,1363.56077145336,1084.17438560893
1,AS,long37,97.5131957237033,30.8923324931411,1252.97767916919,6455.21871432803
2,CS,long37,83.4932242034521,33.6198540320733,1269.02442568023,7175.64479859659
3,ATO,long37,82.1207508075016,32.9666818821011,3147.51605754695,9036.86632621853
4,AS,long37,98.5186419631713,33.836527339296,1033.43791699553,6484.53029198737
5,ATO,long37,84.2900523882669,33.6877533582477,2411.63129035262,10568.6130017505
6,NAF,long37,85.6850742711283,34.3064272403473,1586.07742020739,10953.1641675675
7,EU,long37,87.3868155673664,36.2058673590213,1353.81390451893,8515.71993649508
8,NA,long37,87.8708847680671,34.9292673048978,1630.58523535044,8606.43561096304
9,AS,long37,82.0810723698094,32.0349417458068,4007.27746489465,1267.98786983094
10,NAF,long37,82.0688729689171,33.6792630681078,2611.94497985326,7261.64848281872
11,MS,long37,87.7955699476304,33.7318470371208,1272.67700922297,9839.9749338645
12,NA,long37,84.7106597453934,33.9289798210362,2414.35250672917,6531.45480183953
13,IO,long37,89.5259119986629,29.7693019246921,1473.37961492997,-2382.32099527257
14,AS,long37,92.2409746133825,35.512195268462,1177.19550390182,7422.54156829223
15,ATO,long37,85.4946864311689,33.9343243363574,1887.04576535704,11811.5360788409
16,NA,long37,81.7088573119995,32.5922732014914,3770.24599333675,5061.21734048853
17,ATO,long37,90.8549368314043,35.0537616611482,1332.91201790827,7582.05410166258
18,AS,long37,92.6725940017933,29.9823379768054,1309.567811846,5671.359620292
19,AS,long37,82.8230983718788,33.5728204854051,2062.11900585624,5990.06166628582
20,BS,long37,94.1976141361765,35.1801658085851,1257.98968780426,7612.71849604021
1,AS,long38,97.6108293295962,31.1222633976794,826.45677528844,38282.2808992852
2,CS,long38,84.1495367504321,33.6228378535396,920.102961615567,33483.8208040158
3,ATO,long38,85.0840136583082,33.0369109539309,1709.55472294173,26673.3953202273
4,AS,long38,98.4963636395475,33.7283404120476,753.007841717208,22676.4885726887
5,ATO,long38,86.4143103066052,33.6666339898516,1365.38854146185,30137.3001780741
6,NAF,long38,86.7336302202775,34.3058856723872,1036.07777792517,32383.3490140899
7,EU,long38,87.9361806196947,35.9588833688051,990.089828557598,22487.3784230572
8,NA,long38,88.9103385092429,34.8035395731015,1043.25657633886,21694.6944607331
9,AS,long38,86.4051682899027,32.2403922359545,2129.82061385303,3899.29903548608
10,NAF,long38,84.3224940068244,33.7320839712852,1490.2659222941,25651.491992937
11,MS,long38,88.4821654532818,33.715320964171,874.150505496139,29780.3976276416
12,NA,long38,86.7672303536725,33.8552029909504,1369.32576729011,17855.4774264402
13,IO,long38,90.3443818564233,30.2080049247034,971.695919913715,30041.2690255235
14,AS,long38,92.6152135294778,35.2743535326778,879.188642255662,30592.3489312636
15,ATO,long38,86.7843103429893,33.9517953498443,1182.50732873243,32799.1681892417
16,NA,long38,85.6743378595988,32.6888177949877,2018.48123337952,15367.3456337298
17,ATO,long38,91.5438123739449,34.9133297873848,919.836404123121,23650.1237344305
18,AS,long38,93.1561594135953,30.2582399323005,868.801666211067,39746.4822244212
19,AS,long38,84.4204713979841,33.7075377980499,1233.70277081933,27288.1907368972
20,BS,long38,94.4038553730901,35.0165127142503,895.444227261068,28256.4582440139
